구분,방직 당월 (억 미터),화학섬유 당월 (만 톤),에틸렌 당월 (만 톤),플라스틱원료 당월 (만 톤),플라스틱제품 당월 (만 톤),선철 당월 (만 톤),조강 당월 (만 톤),강재 당월 (만 톤),비철금속 당월 (만 톤),금속절삭기계 당월 (만 대),소형트랙터 당월 (만 대),대기오염방지설비 당월 (만 대),공업용로봇 당월 (대),발전설비 당월 (만 kW),자동차 당월 (만 대),조선 당월 (만 톤),세탁기 당월 (만 대),냉장고 당월 (만 대),에어컨 당월 (만 대),컬러TV 당월 (만 대),컴퓨터 당월 (만 대),반도체 당월 (억 장),핸드폰 당월 (만 대)
2023년 1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023년 2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023년 3월,30.8,657.2,261.2,1026.9,732.9,7806.8,9572.6,12724.7,627.6,6.3,2.2,44434.0,43883.0,1826.5,260.8,312.1,907.0,936.3,2930.7,1869.0,3499.7,294.0,14216.5
2023년 1월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023년 2월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023년 3월,30.8,657.2,261.2,1026.9,732.9,7806.8,9572.6,12724.7,627.6,6.3,2.2,44434.0,43883.0,1826.5,260.8,312.1,907.0,936.3,2930.7,1869.0,3499.7,294.0,14216.5
